,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,multi,Nation
765,3,6,-1,0,20185406,헬보이,2019-04-10,152133497,12.7,64115147,72.8,2563674901,17351,7180,70.6,298000,517,1526,2019-04-20,N,F
766,4,7,0,0,20176103,돈,2019-03-20,139501310,11.1,67015350,92.5,28664257132,15842,7229,83.9,3364604,404,937,2019-04-20,N,K
767,5,8,0,0,20182501,왓칭,2019-04-17,97115607,7.7,28362782,41.3,300565932,11130,3173,39.9,35976,484,1243,2019-04-20,N,K
768,4,9,1,0,19990220,노팅 힐 ,1999-07-03,81546300,6.8,35651900,77.7,193824700,9312,3995,75.1,23362,183,611,2019-04-20,N,F
769,5,10,-1,0,20198104,바이스,2019-04-11,80318100,6.7,33387800,71.1,967633600,9272,3843,70.8,113743,192,557,2019-04-20,N,F
770,1,11,0,0,20183773,장난스런 키스,2019-03-27,54427180,43.9,26659550,96.0,3377417568,6309,2963,88.6,413663,223,435,2019-04-20,Y,F
771,6,12,0,0,20198844,아이 엠 마더,2019-04-11,48046500,4.0,15023600,45.5,652839500,5480,1532,38.8,78110,156,499,2019-04-20,N,F
772,7,13,9,0,20196025,덤보,2019-03-27,42170620,3.5,39030520,1243.0,2716442662,5262,4876,1263.2,337703,171,248,2019-04-20,N,F
773,2,14,0,0,20199735,유랑지구,2019-04-18,37558770,30.3,15717230,72.0,79878790,4320,1756,68.5,9439,173,346,2019-04-20,Y,F
774,6,15,1,0,20188393,"다시, 봄",2019-04-17,34692370,2.7,7473370,27.5,150643870,4161,766,22.6,18518,353,688,2019-04-20,N,K
775,8,16,0,0,20185352,어스,2019-03-27,34230940,2.9,13429690,64.6,12538922204,3740,1392,59.3,1469081,134,232,2019-04-20,N,F
776,9,17,-2,0,20198403,파이브 피트,2019-04-10,33185060,2.8,8181620,32.7,800352330,3718,851,29.7,91850,143,243,2019-04-20,N,F
777,10,18,-1,0,20196244,샤잠!,2019-04-03,25529720,2.1,6561280,34.6,5714119587,3160,908,40.3,653690,157,232,2019-04-20,N,F
778,7,19,-1,0,20185784,나의 특별한 형제,2019-05-01,26221000,2.1,-16298000,-38.3,190933000,3079,-1919,-38.4,27969,10,12,2019-04-20,N,K
779,8,20,0,0,20198912,노무현과 바보들,2019-04-18,25029200,2.0,5976820,31.4,74166900,3028,798,35.8,9139,362,624,2019-04-20,N,K
780,9,21,0,0,20188083,뷰티플 마인드,2019-04-18,10891400,0.9,2532000,30.3,32213300,1367,378,38.2,3948,190,287,2019-04-20,N,K
781,3,22,2,0,20180802,러브리스,2019-04-18,6590700,5.3,2222420,50.9,27620580,850,308,56.8,3435,47,62,2019-04-20,Y,F
782,4,23,3,0,20197088,퍼스트 리폼드,2019-04-11,4401000,3.5,1748460,65.9,67680620,546,217,66.0,8477,29,35,2019-04-20,Y,F
783,1,24,1,0,20197092,로망,2019-04-03,4070400,54.5,703800,20.9,543746920,531,-25,-4.5,71496,26,36,2019-04-20,Y,K
784,5,25,-2,0,20175228,스탈린이 죽었다!,2019-04-18,4053930,3.3,-1868800,-31.6,14524660,503,-104,-17.1,1730,20,28,2019-04-20,Y,F
785,6,26,2,0,20199009,나의 작은 시인에게,2019-04-04,3601300,2.9,1355620,60.4,86152310,427,152,55.3,10828,26,35,2019-04-20,Y,F
786,7,27,2,0,20184574,그린 북,2019-01-09,2537000,2.0,903200,55.3,3611200460,367,111,43.4,429322,14,19,2019-04-20,Y,F
787,8,28,0,1,20169323,안도 타다오,2019-04-25,2215600,1.8,2215600,100.0,5128600,301,301,100.0,737,3,3,2019-04-20,Y,F
788,9,29,2,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,1724300,1.4,614800,55.4,76410600,196,63,47.4,9711,14,15,2019-04-20,Y,F
789,10,30,0,1,20183816,원 네이션,2019-03-21,1326500,1.1,1326500,100.0,44913324,148,148,100.0,5398,2,2,2019-04-20,Y,F
790,2,31,4,0,20189803,막다른 골목의 추억,2019-04-04,1179500,15.8,1056500,858.9,25399240,117,99,550.0,3055,4,4,2019-04-20,Y,K
791,3,32,0,1,20170272,산상수훈,2017-12-07,1025000,13.7,1025000,100.0,396968700,108,108,100.0,53207,3,3,2019-04-20,Y,K
792,10,33,5,0,20156564,부산행,2016-07-20,464000,0.0,51500,12.5,93185298548,72,8,12.5,11567290,11,11,2019-04-20,N,K
793,4,34,5,0,20183382,예수보다 낯선,2019-04-04,150000,2.0,132000,733.3,4990080,36,33,1100.0,618,6,12,2019-04-20,Y,K
794,5,35,11,0,20183374,파도치는 땅,2019-04-04,167600,2.2,167600,100.0,6403300,30,30,100.0,829,3,4,2019-04-20,Y,K
795,6,36,-2,0,20188117,강변호텔,2019-03-27,210000,2.8,-143000,-40.5,50224036,28,-17,-37.8,6379,5,5,2019-04-20,Y,K
796,7,37,1,0,20186652,오늘도 평화로운,2019-04-04,193000,2.6,153000,382.5,16626560,28,18,180.0,1988,4,4,2019-04-20,Y,K
797,8,38,0,0,20183345,한강에게,2019-04-04,124000,1.7,77000,163.8,16293480,24,17,242.9,2281,4,4,2019-04-20,Y,K
798,9,39,0,1,20173732,살아남은 아이,2018-08-30,110000,1.5,110000,100.0,91331800,22,22,100.0,11000,1,1,2019-04-20,Y,K
799,10,40,3,0,20187301,선희와 슬기,2019-03-27,76000,1.0,70000,1166.7,15731280,12,11,1100.0,1983,3,3,2019-04-20,Y,K
800,1,1,0,0,20183096,생일,2019-04-03,539663210,47.4,-59915784,-10.0,8894971630,63042,-7384,-10.5,1066142,855,3232,2019-04-21,N,K
801,1,2,0,0,20183454,요로나의 저주,2019-04-17,345731960,34.2,-98754766,-22.2,1441066451,37652,-10985,-22.6,161060,587,2546,2019-04-21,N,F
802,2,3,0,0,20180825,미성년,2019-04-11,171628050,15.1,-10788540,-5.9,2136668110,19505,-1162,-5.6,248101,561,1459,2019-04-21,N,K
803,2,4,0,0,20181877,캡틴 마블,2019-03-06,164170330,16.2,-3387200,-2.0,51114965983,18353,-254,-1.4,5755436,223,521,2019-04-21,N,F
804,3,5,0,0,20198982,크게 될 놈,2019-04-18,130370850,11.5,-14997890,-10.3,501854870,15476,-2193,-12.4,62272,445,1221,2019-04-21,N,K
805,3,6,0,0,20185406,헬보이,2019-04-10,123315740,12.2,-28817757,-18.9,2686990641,13910,-3441,-19.8,311910,510,1446,2019-04-21,N,F
806,4,7,0,0,20176103,돈,2019-03-20,119269360,10.5,-20231950,-14.5,28783526492,13477,-2365,-14.9,3378081,404,914,2019-04-21,N,K
807,5,8,0,0,20182501,왓칭,2019-04-17,90034330,7.9,-7081277,-7.3,390600262,10163,-967,-8.7,46139,463,1164,2019-04-21,N,K
808,4,9,0,0,19990220,노팅 힐 ,1999-07-03,71001600,7.0,-10544700,-12.9,264826300,8057,-1255,-13.5,31419,183,589,2019-04-21,N,F
809,5,10,0,0,20198104,바이스,2019-04-11,67217600,6.7,-13100500,-16.3,1034851200,7840,-1432,-15.4,121583,192,535,2019-04-21,N,F
810,6,11,0,0,20198844,아이 엠 마더,2019-04-11,49939500,4.9,1893000,3.9,702779000,5843,363,6.6,83953,159,484,2019-04-21,N,F
811,1,12,0,0,20183773,장난스런 키스,2019-03-27,46766560,41.6,-7660620,-14.1,3424184128,5421,-888,-14.1,419084,225,423,2019-04-21,Y,F
812,7,13,0,0,20196025,덤보,2019-03-27,43339150,4.3,1168530,2.8,2759781812,5406,144,2.7,343109,161,243,2019-04-21,N,F
813,2,14,0,0,20199735,유랑지구,2019-04-18,36240260,32.2,-1318510,-3.5,116119050,4134,-186,-4.3,13573,177,345,2019-04-21,Y,F
814,6,15,0,0,20188393,"다시, 봄",2019-04-17,30688920,2.7,-4003450,-11.5,181332790,3633,-528,-12.7,22151,342,624,2019-04-21,N,K
815,7,16,1,0,20198912,노무현과 바보들,2019-04-18,24977700,2.2,-51500,-0.2,99144600,3035,7,0.2,12174,366,614,2019-04-21,N,K
816,8,17,1,0,20198403,파이브 피트,2019-04-10,25319680,2.5,-7865380,-23.7,825672010,2847,-871,-23.4,94697,145,235,2019-04-21,N,F
817,9,18,-1,0,20185352,어스,2019-03-27,25614960,2.5,-8615980,-25.2,12564537164,2792,-948,-25.3,1471873,127,221,2019-04-21,N,F
818,10,19,1,0,20198827,똑딱똑딱 마법의 시계나라,2019-04-17,20479960,2.0,-1187840,-5.5,53634420,2675,-215,-7.4,7112,240,289,2019-04-21,N,F
819,8,20,-1,0,20185784,나의 특별한 형제,2019-05-01,12281000,1.1,-13940000,-53.2,203214000,1573,-1506,-48.9,29542,9,9,2019-04-21,N,K
820,9,21,0,0,20188083,뷰티플 마인드,2019-04-18,10256700,0.9,-634700,-5.8,42470000,1262,-105,-7.7,5210,189,282,2019-04-21,N,K
821,3,22,0,0,20180802,러브리스,2019-04-18,6041400,5.4,-549300,-8.3,33661980,740,-110,-12.9,4175,46,59,2019-04-21,Y,F
822,10,23,2,0,20198043,아픈 만큼 사랑한다,2019-04-03,4483000,0.4,4205000,1512.6,82735300,576,543,1645.5,10639,10,15,2019-04-21,N,K
823,4,24,1,0,20175228,스탈린이 죽었다!,2019-04-18,4062950,3.6,9020,0.2,18587610,534,31,6.2,2264,22,28,2019-04-21,Y,F
824,5,25,-1,0,20197088,퍼스트 리폼드,2019-04-11,3264800,2.9,-1136200,-25.8,70945420,433,-113,-20.7,8910,32,36,2019-04-21,Y,F
825,6,26,0,0,20199009,나의 작은 시인에게,2019-04-04,3136900,2.8,-464400,-12.9,89289210,395,-32,-7.5,11223,28,37,2019-04-21,Y,F
826,1,27,0,0,20197092,로망,2019-04-03,2549700,57.9,-1520700,-37.4,546296620,326,-205,-38.6,71822,24,32,2019-04-21,Y,K
827,7,28,0,0,20184574,그린 북,2019-01-09,2141800,1.9,-395200,-15.6,3613342260,305,-62,-16.9,429627,13,18,2019-04-21,Y,F
828,8,29,0,0,20169323,안도 타다오,2019-04-25,1413600,1.3,-802000,-36.2,6542200,197,-104,-34.6,934,2,2,2019-04-21,Y,F
829,9,30,0,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,1569880,1.4,-154420,-9.0,77980480,184,-12,-6.1,9895,12,13,2019-04-21,Y,F
830,10,31,0,1,19628030,바라바, ,302000,0.3,302000,100.0,9866000,151,151,100.0,4951,1,2,2019-04-21,Y,F
831,2,32,9,0,20176006,국경의 왕,2019-02-28,568000,12.9,520000,1083.3,12375900,71,65,1083.3,1815,1,1,2019-04-21,Y,K
832,3,33,5,0,20183345,한강에게,2019-04-04,241000,5.5,117000,94.4,16534480,32,8,33.3,2313,3,3,2019-04-21,Y,K
833,4,34,-1,0,20170272,산상수훈,2017-12-07,268000,6.1,-757000,-73.9,397236700,30,-78,-72.2,53237,1,1,2019-04-21,Y,K
834,5,35,-1,0,20183382,예수보다 낯선,2019-04-04,42000,1.0,-108000,-72.0,5032080,21,-15,-41.7,639,1,5,2019-04-21,Y,K
835,6,36,-4,0,20189803,막다른 골목의 추억,2019-04-04,157000,3.6,-1022500,-86.7,25556240,20,-97,-82.9,3075,3,3,2019-04-21,Y,K
836,7,37,-1,0,20188117,강변호텔,2019-03-27,113500,2.6,-96500,-46.0,50337536,19,-9,-32.1,6398,4,4,2019-04-21,Y,K
837,8,38,0,1,20174042,히치하이크,2019-03-14,116000,2.6,116000,100.0,9923550,15,15,100.0,1411,2,2,2019-04-21,Y,K
838,9,39,0,1,20181821,어른도감,2018-08-23,65000,1.5,65000,100.0,53604700,13,13,100.0,7069,1,1,2019-04-21,Y,K
839,10,40,0,1,20174283,"1991, 봄",2018-10-31,76000,1.7,76000,100.0,44021250,12,12,100.0,5886,1,1,2019-04-21,Y,K
840,1,1,0,0,20183096,생일,2019-04-03,170648890,40.7,-369014320,-68.4,9065620520,21995,-41047,-65.1,1088137,783,2836,2019-04-22,N,K
841,1,2,0,0,20183454,요로나의 저주,2019-04-17,106221370,33.0,-239510590,-69.3,1547287821,12805,-24847,-66.0,173865,557,2098,2019-04-22,N,F
842,2,3,0,0,20180825,미성년,2019-04-11,74751120,17.8,-96876930,-56.4,2211419230,9284,-10221,-52.4,257385,516,1364,2019-04-22,N,K
843,3,4,0,0,20198982,크게 될 놈,2019-04-18,60121220,14.3,-70249630,-53.9,561976090,7981,-7495,-48.4,70253,413,1076,2019-04-22,N,K
844,2,5,0,0,20181877,캡틴 마블,2019-03-06,58555840,18.2,-105614490,-64.3,51173521823,7076,-11277,-61.4,5762512,196,498,2019-04-22,N,F
845,4,6,0,0,20176103,돈,2019-03-20,38822060,9.3,-80447300,-67.5,28822348552,4859,-8618,-63.9,3382940,371,825,2019-04-22,N,K
846,3,7,0,0,20185406,헬보이,2019-04-10,38508450,12.0,-84807290,-68.8,2725499091,4841,-9069,-65.2,316751,466,1200,2019-04-22,N,F
847,5,8,0,0,20182501,왓칭,2019-04-17,31016690,7.4,-59017640,-65.6,421616952,3922,-6241,-61.4,50061,413,908,2019-04-22,N,K
848,4,9,0,0,19990220,노팅 힐 ,1999-07-03,29125900,9.1,-41875700,-59.0,293952200,3822,-4235,-52.6,35241,171,538,2019-04-22,N,F
849,5,10,1,0,20198844,아이 엠 마더,2019-04-11,23044700,7.2,-26894800,-53.9,725823700,3361,-2482,-42.5,87314,139,431,2019-04-22,N,F
850,6,11,-1,0,20198104,바이스,2019-04-11,21215000,6.6,-46002600,-68.4,1056066200,2629,-5211,-66.5,124212,179,467,2019-04-22,N,F
851,6,12,1,0,20198912,노무현과 바보들,2019-04-18,14444780,3.4,-10532920,-42.2,113589380,1948,-1087,-35.8,14122,315,508,2019-04-22,N,K
852,7,13,1,0,20185784,나의 특별한 형제,2019-05-01,11109000,2.6,-1172000,-9.5,214323000,1919,346,22.0,31461,10,10,2019-04-22,N,K
853,1,14,1,0,20199735,유랑지구,2019-04-18,14441610,32.9,-21798650,-60.2,130560660,1825,-2309,-55.9,15398,171,313,2019-04-22,Y,F
854,2,15,-1,0,20183773,장난스런 키스,2019-03-27,12614280,28.7,-34152280,-73.0,3436798408,1555,-3866,-71.3,420639,179,327,2019-04-22,Y,F
855,8,16,-2,0,20188393,"다시, 봄",2019-04-17,11459420,2.7,-19229500,-62.7,192792210,1514,-2119,-58.3,23665,297,508,2019-04-22,N,K
856,7,17,1,0,20198403,파이브 피트,2019-04-10,9991870,3.1,-15327810,-60.5,835663880,1239,-1608,-56.5,95936,137,222,2019-04-22,N,F
857,8,18,1,0,20185352,어스,2019-03-27,7147430,2.2,-18467530,-72.1,12571684594,875,-1917,-68.7,1472748,103,176,2019-04-22,N,F
858,1,19,0,0,20197092,로망,2019-04-03,4408600,63.2,1858900,72.9,550705220,757,431,132.2,72579,35,43,2019-04-22,Y,K
859,9,20,4,0,20184464,데드 트리거,2018-12-14,4192300,1.3,-1919700,-31.4,59203300,742,-125,-14.4,10252,5,5,2019-04-22,N,F
860,9,21,0,0,20188083,뷰티플 마인드,2019-04-18,4133800,1.0,-6122900,-59.7,46603800,610,-652,-51.7,5820,154,236,2019-04-22,N,K
861,3,22,0,0,20180802,러브리스,2019-04-18,4231480,9.6,-1809920,-30.0,37893460,600,-140,-18.9,4775,41,61,2019-04-22,Y,F
862,10,23,1,0,20196244,샤잠!,2019-04-03,4727960,1.5,-13755140,-74.4,5737330647,576,-1588,-73.4,656430,106,159,2019-04-22,N,F
863,4,24,0,0,20175228,스탈린이 죽었다!,2019-04-18,3494900,8.0,-568050,-14.0,22082510,389,-145,-27.2,2653,18,32,2019-04-22,Y,F
864,5,25,0,0,20197088,퍼스트 리폼드,2019-04-11,1899500,4.3,-1365300,-41.8,72844920,258,-175,-40.4,9168,28,35,2019-04-22,Y,F
865,10,26,2,0,20196601,항거:유관순 이야기,2019-02-27,1246000,0.3,-162000,-11.5,9269517101,238,110,85.9,1154075,4,4,2019-04-22,N,K
866,6,27,1,0,20184574,그린 북,2019-01-09,1106900,2.5,-1034900,-48.3,3614449160,166,-139,-45.6,429793,12,19,2019-04-22,Y,F
867,7,28,-1,0,20199009,나의 작은 시인에게,2019-04-04,1145000,2.6,-1991900,-63.5,90434210,165,-230,-58.2,11388,17,24,2019-04-22,Y,F
868,2,29,0,1,20198597,교회오빠,2019-05-16,1350000,19.4,1350000,100.0,10380000,150,150,100.0,1374,1,1,2019-04-22,Y,K
869,8,30,2,0,19628030,바라바, ,274000,0.6,-28000,-9.3,10140000,137,-14,-9.3,5088,1,2,2019-04-22,Y,F
870,9,31,0,1,20197552,출동! 도토리 구조대,2019-03-28,475000,1.1,475000,100.0,86682260,95,95,100.0,11676,1,1,2019-04-22,Y,F
871,10,32,0,1,20195943,브라더 오브 더 이어,2019-03-07,400000,0.9,400000,100.0,40730080,80,80,100.0,4966,1,1,2019-04-22,Y,F
872,3,33,0,1,20129089,한경직,2012-09-13,108000,1.5,108000,100.0,107761500,54,54,100.0,18372,1,4,2019-04-22,Y,K
873,4,34,3,0,20188117,강변호텔,2019-03-27,363000,5.2,249500,219.8,50700536,43,24,126.3,6441,9,13,2019-04-22,Y,K
874,5,35,-2,0,20183345,한강에게,2019-04-04,202000,2.9,-39000,-16.2,16736480,27,-5,-15.6,2340,5,5,2019-04-22,Y,K
875,6,36,0,0,20189803,막다른 골목의 추억,2019-04-04,169000,2.4,12000,7.6,25725240,22,2,10.0,3097,7,8,2019-04-22,Y,K
876,7,37,-2,0,20183382,예수보다 낯선,2019-04-04,56000,0.8,14000,33.3,5088080,17,-4,-19.0,656,3,7,2019-04-22,Y,K
877,8,38,0,1,20173962,소공녀,2018-03-22,85000,1.2,85000,100.0,475712200,17,17,100.0,59507,1,1,2019-04-22,Y,K
878,9,39,3,0,20186652,오늘도 평화로운,2019-04-04,99000,1.4,66000,200.0,16758560,12,7,140.0,2005,7,7,2019-04-22,Y,K
879,10,40,2,0,20185350,칠곡 가시나들,2019-02-27,26000,0.4,7000,36.8,336805400,6,1,20.0,41274,4,4,2019-04-22,Y,K
880,1,1,0,0,20183096,생일,2019-04-03,167174950,37.4,-3473940,-2.0,9232795470,21873,-122,-0.6,1110010,783,2830,2019-04-23,N,K
881,1,2,0,0,20183454,요로나의 저주,2019-04-17,89977110,26.4,-16244260,-15.3,1637264931,10738,-2067,-16.1,184603,557,1980,2019-04-23,N,F
882,2,3,0,0,20180825,미성년,2019-04-11,80267430,17.9,5516310,7.4,2291686660,10144,860,9.3,267529,537,1397,2019-04-23,N,K
883,3,4,0,0,20198982,크게 될 놈,2019-04-18,72248540,16.1,12127320,20.2,634224630,9785,1804,22.6,80038,422,1096,2019-04-23,N,K
884,2,5,0,0,20181877,캡틴 마블,2019-03-06,70671580,20.7,12115740,20.7,51244193403,8620,1544,21.8,5771132,212,548,2019-04-23,N,F
885,4,6,0,0,20176103,돈,2019-03-20,36035810,8.1,-2786250,-7.2,28858384362,4603,-256,-5.3,3387543,375,804,2019-04-23,N,K
886,3,7,0,0,20185406,헬보이,2019-04-10,35152070,10.3,-3356380,-8.7,2760651161,4367,-474,-9.8,321118,465,1129,2019-04-23,N,F
887,4,8,0,0,19990220,노팅 힐 ,1999-07-03,33307200,9.8,4181300,14.4,327259400,4272,450,11.8,39513,175,543,2019-04-23,N,F
888,5,9,0,0,20198844,아이 엠 마더,2019-04-11,26621100,7.8,3576400,15.5,752444800,4044,683,20.3,91358,135,427,2019-04-23,N,F
889,5,10,0,0,20182501,왓칭,2019-04-17,27763310,6.2,-3253380,-10.5,449380262,3439,-483,-12.3,53500,423,866,2019-04-23,N,K
890,6,11,1,0,20185784,나의 특별한 형제,2019-05-01,18780000,4.2,7671000,69.1,233103000,2972,1053,54.9,34433,12,12,2019-04-23,N,K
891,6,12,0,0,20198104,바이스,2019-04-11,20282800,5.9,-932200,-4.4,1076349000,2502,-127,-4.8,126714,174,460,2019-04-23,N,F
892,7,13,-1,0,20198912,노무현과 바보들,2019-04-18,16203060,3.6,1758280,12.2,129792440,2161,213,10.9,16283,316,523,2019-04-23,N,K
893,8,14,0,0,20188393,"다시, 봄",2019-04-17,13538080,3.0,2078660,18.1,206330290,1791,277,18.3,25456,294,534,2019-04-23,N,K
894,1,15,1,0,20183773,장난스런 키스,2019-03-27,13801440,26.1,1187160,9.4,3450599848,1703,148,9.5,422342,175,303,2019-04-23,Y,F
895,2,16,-1,0,20199735,유랑지구,2019-04-18,13053700,24.7,-1387910,-9.6,143614360,1630,-195,-10.7,17028,166,313,2019-04-23,Y,F
896,7,17,0,0,20198403,파이브 피트,2019-04-10,9973160,2.9,-18710,-0.2,845637040,1251,12,1.0,97187,131,215,2019-04-23,N,F
897,1,18,0,0,20197092,로망,2019-04-03,6476100,48.1,2067500,46.9,557181320,1142,385,50.9,73721,45,53,2019-04-23,Y,K
898,8,19,0,0,20185352,어스,2019-03-27,6842510,2.0,-304920,-4.3,12578527104,803,-72,-8.2,1473551,102,174,2019-04-23,N,F
899,9,20,0,0,20188083,뷰티플 마인드,2019-04-18,5617900,1.3,1484100,35.9,52221700,782,172,28.2,6602,159,259,2019-04-23,N,K
900,9,21,1,0,20196244,샤잠!,2019-04-03,5290150,1.6,562190,11.9,5742620797,726,150,26.0,657156,104,144,2019-04-23,N,F
901,3,22,0,0,20180802,러브리스,2019-04-18,4957750,9.4,726270,17.2,42851210,648,48,8.0,5423,44,68,2019-04-23,Y,F
902,10,23,0,1,20184889,어벤져스: 엔드게임,2019-04-24,9360000,2.7,9360000,100.0,9360000,624,624,100.0,624,1,1,2019-04-23,N,F
903,10,24,3,0,20198043,아픈 만큼 사랑한다,2019-04-03,2976500,0.7,2738000,1148.0,85950300,596,568,2028.6,11263,9,17,2019-04-23,N,K
904,4,25,2,0,20184574,그린 북,2019-01-09,3427000,6.5,2320100,209.6,3617876160,581,415,250.0,430374,15,20,2019-04-23,Y,F
905,5,26,0,0,20197088,퍼스트 리폼드,2019-04-11,2876480,5.4,976980,51.4,75721400,406,148,57.4,9574,31,40,2019-04-23,Y,F
906,2,27,0,0,20198597,교회오빠,2019-05-16,3800000,28.2,2450000,181.5,14180000,400,250,166.7,1774,3,3,2019-04-23,Y,K
907,6,28,-2,0,20175228,스탈린이 죽었다!,2019-04-18,2999980,5.7,-494920,-14.2,25082490,374,-15,-3.9,3027,18,32,2019-04-23,Y,F
908,7,29,0,1,20174205,하트스톤,2019-04-25,2320000,4.4,2320000,100.0,8604000,290,290,100.0,996,1,1,2019-04-23,Y,F
909,8,30,0,1,20169323,안도 타다오,2019-04-25,2040000,3.9,2040000,100.0,8582200,255,255,100.0,1189,2,2,2019-04-23,Y,F
910,9,31,-2,0,20199009,나의 작은 시인에게,2019-04-04,1590950,3.0,445950,38.9,92025160,220,55,33.3,11608,23,33,2019-04-23,Y,F
911,3,32,0,1,20136332,동심초, ,254000,1.9,254000,100.0,12225000,127,127,100.0,6147,1,3,2019-04-23,Y,K
912,10,33,0,1,20136586,오직 사랑하는 이들만이 살아남는다,2014-01-09,1128000,2.1,1128000,100.0,268931843,113,113,100.0,35573,2,2,2019-04-23,Y,F
913,4,34,11,0,20197483,1919 유관순,2019-03-14,864000,6.4,850000,6071.4,470665410,108,106,5300.0,56717,1,1,2019-04-23,Y,K
914,5,35,0,1,20181876,"안녕, 나의 소녀 시절이여",2018-12-12,207000,1.5,207000,100.0,18908500,101,101,100.0,2679,1,5,2019-04-23,Y,K
915,6,36,0,1,20184642,어른이 되면,2018-12-13,900000,6.7,900000,100.0,42714400,100,100,100.0,5943,1,1,2019-04-23,Y,K
916,7,37,-2,0,20183345,한강에게,2019-04-04,305000,2.3,103000,51.0,17041480,44,17,63.0,2384,9,11,2019-04-23,Y,K
917,8,38,-4,0,20188117,강변호텔,2019-03-27,212000,1.6,-151000,-41.6,50912536,28,-15,-34.9,6469,8,9,2019-04-23,Y,K
918,9,39,-3,0,20189803,막다른 골목의 추억,2019-04-04,109000,0.8,-60000,-35.5,25834240,17,-5,-22.7,3114,2,2,2019-04-23,Y,K
919,10,40,0,0,20185350,칠곡 가시나들,2019-02-27,101000,0.8,75000,288.5,336906400,16,10,166.7,41290,5,5,2019-04-23,Y,K
920,1,1,9,0,20184889,어벤져스: 엔드게임,2019-04-24,9679020600,99.2,9669660600,103308.3,9688380600,1338732,1338108,214440.4,1339356,2760,12544,2019-04-24,N,F
921,1,2,0,0,20183096,생일,2019-04-03,106838670,63.2,-60336280,-36.1,9339634140,17660,-4213,-19.3,1127670,422,883,2019-04-24,N,K
922,2,3,0,0,20180825,미성년,2019-04-11,20569840,12.2,-59697590,-74.4,2312256500,3315,-6829,-67.3,270844,156,207,2019-04-24,N,K
923,3,4,0,0,20198982,크게 될 놈,2019-04-18,19336600,11.4,-52911940,-73.2,653561230,3122,-6663,-68.1,83160,203,280,2019-04-24,N,K
924,2,5,-1,0,20183454,요로나의 저주,2019-04-17,20147550,0.2,-69829560,-77.6,1657412481,3015,-7723,-71.9,187618,183,275,2019-04-24,N,F
925,3,6,1,0,19990220,노팅 힐 ,1999-07-03,11662500,0.1,-21644700,-65.0,338921900,1618,-2654,-62.1,41131,128,178,2019-04-24,N,F
926,4,7,-2,0,20181877,캡틴 마블,2019-03-06,10077790,0.1,-60593790,-85.7,51254271193,1497,-7123,-82.6,5772629,55,65,2019-04-24,N,F
927,5,8,1,0,20198104,바이스,2019-04-11,9332500,0.1,-10950300,-54.0,1085681500,1421,-1081,-43.2,128135,62,91,2019-04-24,N,F
928,4,9,3,0,20198912,노무현과 바보들,2019-04-18,6688800,4.0,-9514260,-58.7,136481240,1064,-1097,-50.8,17347,163,177,2019-04-24,N,K
929,1,10,0,1,20199189,미스 스티븐스,2019-05-02,5221000,18.0,5221000,100.0,6762800,1043,1043,100.0,1185,15,16,2019-04-24,Y,F
930,6,11,16,0,20185961,루킹 글라스,2018-06-23,4723400,0.0,3802450,412.9,29895450,836,673,412.9,5760,6,6,2019-04-24,N,F
931,1,12,0,0,20197092,로망,2019-04-03,4273150,69.8,-2202950,-34.0,561454470,821,-321,-28.1,74542,13,15,2019-04-24,Y,K
932,2,13,0,1,20199949,벤 이즈 백,2019-05-09,4524000,15.6,4524000,100.0,4524000,784,784,100.0,784,13,13,2019-04-24,Y,F
933,7,14,4,0,20184140,크리미널 체이스,2018-12-04,3757650,0.0,588000,18.6,54208600,675,114,20.3,9517,3,3,2019-04-24,N,F
934,8,15,10,0,20184464,데드 트리거,2018-12-14,3175300,0.0,1452050,84.3,64101850,562,257,84.3,11119,3,3,2019-04-24,N,F
935,3,16,0,1,20199623,고양이 여행 리포트,2019-05-09,2373000,8.2,2373000,100.0,7721000,472,472,100.0,1236,7,7,2019-04-24,Y,F
936,4,17,-1,0,20180802,러브리스,2019-04-18,3246400,11.2,-1711350,-34.5,46097610,449,-199,-30.7,5872,41,53,2019-04-24,Y,F
937,5,18,0,0,20182501,왓칭,2019-04-17,3531500,2.1,-24231810,-87.3,452911762,443,-2996,-87.1,53943,34,47,2019-04-24,N,K
938,6,19,3,0,20188083,뷰티플 마인드,2019-04-18,3227300,1.9,-2390600,-42.6,55449000,430,-352,-45.0,7032,82,91,2019-04-24,N,K
939,9,20,0,1,20184139,인퀴지터: 엘도라도의 저주,2018-12-04,2288250,0.0,2288250,100.0,3585250,405,405,100.0,664,3,3,2019-04-24,N,F
940,7,21,-3,0,20176103,돈,2019-03-20,2557250,1.5,-33478560,-92.9,28860941612,403,-4200,-91.2,3387946,34,41,2019-04-24,N,K
941,10,22,-5,0,20198844,아이 엠 마더,2019-04-11,2379100,0.0,-24242000,-91.1,754823900,352,-3692,-91.3,91710,49,53,2019-04-24,N,F
942,5,23,0,1,20190421,돈키호테를 죽인 사나이,2019-05-23,1695000,5.9,1695000,100.0,1695000,339,339,100.0,339,6,6,2019-04-24,Y,F
